Positionx,Positiony,Velocityx,Velocityy
0.055,0.0133,0.333,0.0214
0.055,0.02,0.301,-0.0329
0.055,0.0267,0.299,0.0108
0.055,0.0333,0.281,0.0156
0.055,0.04,0.248,0.0169
0.055,0.0467,0.209,0.0138
0.055,0.0533,0.168,0.00722
0.055,0.06,0.13,-0.000596
0.055,0.0667,0.0973,-0.00734
0.055,0.0733,0.0711,-0.0115
0.055,0.08,0.0513,-0.0126
0.055,0.0867,0.0369,-0.0112
0.055,0.0933,0.0266,-0.00793
0.055,0.1,0.0195,-0.00362
0.055,0.107,0.0149,0.00106
0.055,0.113,0.0121,0.00561
0.055,0.12,0.0106,0.00974
0.055,0.127,0.00973,0.0134
0.055,0.133,0.00939,0.0164
0.055,0.14,0.00925,0.0185
0.055,0.147,0.00899,0.0194
0.055,0.153,0.00811,0.0188
0.055,0.16,0.00597,0.0165
0.055,0.167,0.00182,0.0127
0.055,0.173,-0.00518,0.00742
0.055,0.18,-0.016,0.000772
0.055,0.187,-0.0315,-0.00721
0.055,0.193,-0.0522,-0.0162
0.055,0.2,-0.0784,-0.0255
0.055,0.207,-0.109,-0.0342
0.055,0.213,-0.144,-0.0416
0.055,0.22,-0.18,-0.047
0.055,0.227,-0.215,-0.0499
0.055,0.233,-0.249,-0.0497
0.055,0.24,-0.28,-0.0461
0.055,0.247,-0.305,-0.0391
0.055,0.253,-0.326,-0.0287
0.055,0.26,-0.34,-0.0147
0.055,0.267,-0.35,0.00235
0.055,0.273,-0.354,0.0221
0.055,0.28,-0.355,0.0439
0.055,0.287,-0.35,0.0674
0.055,0.293,-0.341,0.092
0.055,0.3,-0.326,0.117
0.055,0.307,-0.305,0.143
0.055,0.313,-0.279,0.167
0.055,0.32,-0.247,0.19
0.055,0.327,-0.21,0.21
0.055,0.333,-0.169,0.228
0.055,0.34,-0.126,0.243
0.055,0.347,-0.0817,0.255
0.055,0.353,-0.0388,0.264
0.055,0.36,0.00122,0.271
0.055,0.367,0.0373,0.274
0.055,0.373,0.0687,0.275
0.055,0.38,0.0955,0.274
0.055,0.387,0.118,0.271
0.055,0.393,0.137,0.268
0.055,0.4,0.152,0.263
0.055,0.407,0.163,0.258
0.055,0.413,0.168,0.252
0.055,0.42,0.169,0.246
0.055,0.427,0.166,0.24
0.055,0.433,0.158,0.234
0.055,0.44,0.148,0.227
0.055,0.447,0.135,0.221
0.055,0.453,0.12,0.215
0.055,0.46,0.105,0.21
0.055,0.467,0.0892,0.205
0.055,0.473,0.0729,0.2
0.055,0.48,0.0563,0.196
0.055,0.487,0.0397,0.193
0.055,0.493,0.0234,0.191
0.055,0.5,0.00792,0.19
0.055,0.507,-0.00642,0.189
0.055,0.513,-0.0194,0.189
0.055,0.52,-0.031,0.188
0.055,0.527,-0.0413,0.188
0.055,0.533,-0.0505,0.187
0.055,0.54,-0.0585,0.186
0.055,0.547,-0.0652,0.186
0.055,0.553,-0.0704,0.186
0.055,0.56,-0.0744,0.187
0.055,0.567,-0.0768,0.188
0.055,0.573,-0.0778,0.19
0.055,0.58,-0.0772,0.192
0.055,0.587,-0.0753,0.194
0.055,0.593,-0.0723,0.196
0.055,0.6,-0.0683,0.199
0.055,0.607,-0.0631,0.201
0.055,0.613,-0.0564,0.204
0.055,0.62,-0.0484,0.207
0.055,0.627,-0.0395,0.209
0.055,0.633,-0.0301,0.211
0.055,0.64,-0.0209,0.212
0.055,0.647,-0.0124,0.212
0.055,0.653,-0.00499,0.212
0.055,0.66,0.00147,0.211
0.055,0.667,0.00697,0.21
0.055,0.673,0.0114,0.208
0.055,0.68,0.0145,0.205
0.055,0.687,0.0158,0.202
0.055,0.693,0.0153,0.198
0.055,0.7,0.0132,0.195
0.055,0.707,0.01,0.191
0.055,0.713,0.00603,0.188
0.055,0.72,0.00179,0.186
0.055,0.727,-0.00214,0.185
0.055,0.733,-0.00539,0.185
0.055,0.74,-0.00788,0.184
0.055,0.747,-0.00973,0.184
0.055,0.753,-0.0112,0.184
0.055,0.76,-0.0127,0.184
0.055,0.767,-0.0141,0.183
0.055,0.773,-0.0157,0.183
0.055,0.78,-0.0175,0.183
0.055,0.787,-0.0194,0.183
0.055,0.793,-0.0215,0.183
0.055,0.8,-0.0238,0.182
0.055,0.807,-0.0259,0.182
0.055,0.813,-0.0274,0.181
0.055,0.82,-0.0281,0.181
0.055,0.827,-0.028,0.181
0.055,0.833,-0.0275,0.181
0.055,0.84,-0.0271,0.181
0.055,0.847,-0.0269,0.181
0.055,0.853,-0.0271,0.182
0.055,0.86,-0.0274,0.183
0.055,0.867,-0.0275,0.185
0.055,0.873,-0.0272,0.187
0.055,0.88,-0.0264,0.19
0.055,0.887,-0.025,0.192
0.055,0.893,-0.0231,0.194
0.055,0.9,-0.0207,0.195
0.055,0.907,-0.0182,0.196
0.055,0.913,-0.0155,0.196
0.055,0.92,-0.0122,0.196
0.055,0.927,-0.00856,0.196
0.055,0.933,-0.00506,0.195
0.055,0.94,-0.00216,0.193
0.055,0.947,4.72E-05,0.191
0.055,0.953,0.00175,0.19
0.055,0.96,0.00297,0.188
0.055,0.967,0.00352,0.186
0.055,0.973,0.00331,0.185
0.055,0.98,0.00254,0.185
0.055,0.987,0.00143,0.185
0.055,0.993,-6.59E-05,0.185
0.055,1,-0.0022,0.185
0.06,0,0.629,-0.335
0.06,0.00667,0.505,-0.104
0.06,0.0133,0.34,0.0317
0.06,0.02,0.3,-0.0218
0.06,0.0267,0.301,0.026
0.06,0.0333,0.287,0.0352
0.06,0.04,0.255,0.041
0.06,0.0467,0.216,0.0426
0.06,0.0533,0.175,0.0406
0.06,0.06,0.135,0.0365
0.06,0.0667,0.1,0.0322
0.06,0.0733,0.072,0.0294
0.06,0.08,0.05,0.0287
0.06,0.0867,0.0339,0.0302
0.06,0.0933,0.0225,0.0332
0.06,0.1,0.0149,0.0369
0.06,0.107,0.0101,0.0408
0.06,0.113,0.00724,0.0443
0.06,0.12,0.00564,0.0473
0.06,0.127,0.00474,0.0499
0.06,0.133,0.00437,0.0521
0.06,0.14,0.00446,0.0538
0.06,0.147,0.00486,0.0547
0.06,0.153,0.00519,0.0547
0.06,0.16,0.0047,0.0537
0.06,0.167,0.00245,0.0516
0.06,0.173,-0.0026,0.0484
0.06,0.18,-0.0117,0.044
0.06,0.187,-0.026,0.0383
0.06,0.193,-0.0464,0.0315
0.06,0.2,-0.073,0.024
0.06,0.207,-0.105,0.0165
0.06,0.213,-0.141,0.00948
0.06,0.22,-0.18,0.00358
0.06,0.227,-0.218,-0.000572
0.06,0.233,-0.255,-0.00229
0.06,0.24,-0.288,-0.00104
0.06,0.247,-0.316,0.00344
0.06,0.253,-0.338,0.0113
0.06,0.26,-0.354,0.0227
0.06,0.267,-0.364,0.0372
0.06,0.273,-0.368,0.0542
0.06,0.28,-0.368,0.0733
0.06,0.287,-0.363,0.0939
0.06,0.293,-0.353,0.116
0.06,0.3,-0.338,0.138
0.06,0.307,-0.316,0.16
0.06,0.313,-0.289,0.181
0.06,0.32,-0.255,0.201
0.06,0.327,-0.217,0.218
0.06,0.333,-0.175,0.234
0.06,0.34,-0.131,0.247
0.06,0.347,-0.0858,0.259
0.06,0.353,-0.0415,0.268
0.06,0.36,0.000249,0.274
0.06,0.367,0.0382,0.278
0.06,0.373,0.0715,0.28
0.06,0.38,0.0999,0.28
0.06,0.387,0.124,0.279
0.06,0.393,0.144,0.278
0.06,0.4,0.16,0.275
0.06,0.407,0.17,0.272
0.06,0.413,0.176,0.268
0.06,0.42,0.177,0.264
0.06,0.427,0.173,0.26
0.06,0.433,0.166,0.256
0.06,0.44,0.156,0.252
0.06,0.447,0.143,0.247
0.06,0.453,0.128,0.243
0.06,0.46,0.112,0.239
0.06,0.467,0.0958,0.236
0.06,0.473,0.0788,0.232
0.06,0.48,0.0613,0.229
0.06,0.487,0.0437,0.227
0.06,0.493,0.0266,0.225
0.06,0.5,0.0106,0.225
0.06,0.507,-0.00405,0.224
0.06,0.513,-0.0171,0.223
0.06,0.52,-0.0287,0.222
0.06,0.527,-0.0389,0.221
0.06,0.533,-0.0479,0.22
0.06,0.54,-0.0559,0.219
0.06,0.547,-0.0626,0.218
0.06,0.553,-0.068,0.217
0.06,0.56,-0.0722,0.217
0.06,0.567,-0.075,0.217
0.06,0.573,-0.0762,0.217
0.06,0.58,-0.0758,0.219
0.06,0.587,-0.074,0.22
0.06,0.593,-0.0711,0.221
0.06,0.6,-0.0671,0.223
0.06,0.607,-0.0619,0.225
0.06,0.613,-0.0552,0.227
0.06,0.62,-0.0471,0.229
0.06,0.627,-0.0377,0.231
0.06,0.633,-0.0278,0.233
0.06,0.64,-0.018,0.234
0.06,0.647,-0.00905,0.234
0.06,0.653,-0.00117,0.234
0.06,0.66,0.00568,0.234
0.06,0.667,0.0116,0.233
0.06,0.673,0.0165,0.231
0.06,0.68,0.02,0.229
0.06,0.687,0.0217,0.226
0.06,0.693,0.0214,0.223
0.06,0.7,0.0192,0.22
0.06,0.707,0.0156,0.216
0.06,0.713,0.0111,0.214
0.06,0.72,0.00616,0.212
0.06,0.727,0.0015,0.21
0.06,0.733,-0.00239,0.21
0.06,0.74,-0.00535,0.209
0.06,0.747,-0.00749,0.21
0.06,0.753,-0.00913,0.21
0.06,0.76,-0.0106,0.21
0.06,0.767,-0.012,0.21
0.06,0.773,-0.0134,0.21
0.06,0.78,-0.015,0.21
0.06,0.787,-0.0167,0.21
0.06,0.793,-0.0186,0.209
0.06,0.8,-0.0207,0.209
0.06,0.807,-0.0227,0.208
0.06,0.813,-0.0242,0.208
0.06,0.82,-0.0249,0.208
0.06,0.827,-0.025,0.207
0.06,0.833,-0.0246,0.207
0.06,0.84,-0.0243,0.207
0.06,0.847,-0.0243,0.207
0.06,0.853,-0.0247,0.207
0.06,0.86,-0.0254,0.208
0.06,0.867,-0.0259,0.21
0.06,0.873,-0.026,0.213
0.06,0.88,-0.0254,0.215
0.06,0.887,-0.0239,0.218
0.06,0.893,-0.0215,0.22
0.06,0.9,-0.0186,0.221
0.06,0.907,-0.0155,0.222
0.06,0.913,-0.0121,0.222
0.06,0.92,-0.0083,0.222
0.06,0.927,-0.0042,0.222
0.06,0.933,-0.000357,0.221
0.06,0.94,0.00273,0.22
0.06,0.947,0.00491,0.218
0.06,0.953,0.00635,0.216
0.06,0.96,0.00717,0.214
0.06,0.967,0.00729,0.213
0.06,0.973,0.0067,0.212
0.06,0.98,0.0056,0.212
0.06,0.987,0.00426,0.212
0.06,0.993,0.00264,0.212
0.06,1,0.000504,0.213
0.065,0,0.664,-0.335
0.065,0.00667,0.528,-0.099
0.065,0.0133,0.343,0.0407
0.065,0.02,0.297,-0.0121
0.065,0.0267,0.299,0.0388
0.065,0.0333,0.287,0.0521
0.065,0.04,0.258,0.0622
0.065,0.0467,0.219,0.0681
0.065,0.0533,0.178,0.0703
0.065,0.06,0.138,0.0697
0.065,0.0667,0.102,0.068
0.065,0.0733,0.0719,0.0664
0.065,0.08,0.0484,0.066
0.065,0.0867,0.031,0.0671
0.065,0.0933,0.0189,0.069
0.065,0.1,0.0109,0.0713
0.065,0.107,0.00613,0.0734
0.065,0.113,0.00344,0.0748
0.065,0.12,0.00185,0.0758
0.065,0.127,0.000763,0.0765
0.065,0.133,9.82E-05,0.077
0.065,0.14,5.41E-05,0.0776
0.065,0.147,0.000745,0.078
0.065,0.153,0.00189,0.078
0.065,0.16,0.00271,0.0776
0.065,0.167,0.00209,0.0768
0.065,0.173,-0.00122,0.0755
0.065,0.18,-0.00867,0.0732
0.065,0.187,-0.0217,0.0698
0.065,0.193,-0.0413,0.0655
0.065,0.2,-0.0677,0.0605
0.065,0.207,-0.1,0.0551
0.065,0.213,-0.138,0.0496
0.065,0.22,-0.178,0.0443
0.065,0.227,-0.218,0.0399
0.065,0.233,-0.257,0.0372
0.065,0.24,-0.292,0.0369
0.065,0.247,-0.322,0.0396
0.065,0.253,-0.345,0.0454
0.065,0.26,-0.362,0.0547
0.065,0.267,-0.373,0.067
0.065,0.273,-0.377,0.0816
0.065,0.28,-0.377,0.0979
0.065,0.287,-0.372,0.116
0.065,0.293,-0.361,0.134
0.065,0.3,-0.345,0.153
0.065,0.307,-0.323,0.171
0.065,0.313,-0.295,0.189
0.065,0.32,-0.261,0.206
0.065,0.327,-0.222,0.22
0.065,0.333,-0.18,0.233
0.065,0.34,-0.135,0.245
0.065,0.347,-0.0894,0.255
0.065,0.353,-0.0443,0.264
0.065,0.36,-0.0013,0.27
0.065,0.367,0.0381,0.275
0.065,0.373,0.0729,0.278
0.065,0.38,0.103,0.279
0.065,0.387,0.128,0.279
0.065,0.393,0.149,0.279
0.065,0.4,0.165,0.279
0.065,0.407,0.176,0.278
0.065,0.413,0.183,0.276
0.065,0.42,0.184,0.274
0.065,0.427,0.18,0.272
0.065,0.433,0.173,0.27
0.065,0.44,0.162,0.267
0.065,0.447,0.149,0.264
0.065,0.453,0.135,0.262
0.065,0.46,0.119,0.26
0.065,0.467,0.102,0.257
0.065,0.473,0.0846,0.255
0.065,0.48,0.0664,0.253
0.065,0.487,0.0481,0.251
0.065,0.493,0.0305,0.25
0.065,0.5,0.0141,0.25
0.065,0.507,-0.000694,0.249
0.065,0.513,-0.0138,0.249
0.065,0.52,-0.0252,0.247
0.065,0.527,-0.0352,0.246
0.065,0.533,-0.044,0.244
0.065,0.54,-0.0518,0.243
0.065,0.547,-0.0585,0.241
0.065,0.553,-0.064,0.24
0.065,0.56,-0.0684,0.239
0.065,0.567,-0.0715,0.238
0.065,0.573,-0.073,0.238
0.065,0.58,-0.0728,0.238
0.065,0.587,-0.0711,0.238
0.065,0.593,-0.0682,0.239
0.065,0.6,-0.0644,0.24
0.065,0.607,-0.0594,0.241
0.065,0.613,-0.0528,0.242
0.065,0.62,-0.0446,0.244
0.065,0.627,-0.035,0.245
0.065,0.633,-0.0247,0.247
0.065,0.64,-0.0144,0.248
0.065,0.647,-0.00509,0.248
0.065,0.653,0.00318,0.248
0.065,0.66,0.0104,0.248
0.065,0.667,0.0167,0.248
0.065,0.673,0.022,0.246
0.065,0.68,0.026,0.245
0.065,0.687,0.028,0.242
0.065,0.693,0.0278,0.24
0.065,0.7,0.0256,0.237
0.065,0.707,0.0218,0.234
0.065,0.713,0.0169,0.231
0.065,0.72,0.0114,0.229
0.065,0.727,0.00607,0.228
0.065,0.733,0.00151,0.227
0.065,0.74,-0.00193,0.227
0.065,0.747,-0.00437,0.228
0.065,0.753,-0.00616,0.228
0.065,0.76,-0.00763,0.228
0.065,0.767,-0.00897,0.229
0.065,0.773,-0.0103,0.229
0.065,0.78,-0.0116,0.229
0.065,0.787,-0.0131,0.229
0.065,0.793,-0.0147,0.229
0.065,0.8,-0.0166,0.228
0.065,0.807,-0.0185,0.228
0.065,0.813,-0.0199,0.227
0.065,0.82,-0.0207,0.226
0.065,0.827,-0.0209,0.226
0.065,0.833,-0.0206,0.225
0.065,0.84,-0.0205,0.225
0.065,0.847,-0.0207,0.225
0.065,0.853,-0.0213,0.225
0.065,0.86,-0.0223,0.226
0.065,0.867,-0.0233,0.228
0.065,0.873,-0.0238,0.231
0.065,0.88,-0.0234,0.233
0.065,0.887,-0.0218,0.236
0.065,0.893,-0.019,0.238
0.065,0.9,-0.0155,0.239
0.065,0.907,-0.0117,0.24
0.065,0.913,-0.00777,0.241
0.065,0.92,-0.00345,0.241
0.065,0.927,0.00104,0.24
0.065,0.933,0.00515,0.24
0.065,0.94,0.00837,0.238
0.065,0.947,0.0105,0.237
0.065,0.953,0.0117,0.235
0.065,0.96,0.0121,0.233
0.065,0.967,0.0118,0.232
0.065,0.973,0.0108,0.231
0.065,0.98,0.00941,0.231
0.065,0.987,0.00785,0.231
0.065,0.993,0.00611,0.231
0.065,1,0.00394,0.232
0.07,0,0.696,-0.336
0.07,0.00667,0.549,-0.0956
0.07,0.0133,0.345,0.0475
0.07,0.02,0.29,-0.00476
0.07,0.0267,0.292,0.0485
0.07,0.0333,0.282,0.065
0.07,0.04,0.255,0.0788
0.07,0.0467,0.218,0.088
0.07,0.0533,0.177,0.0934
0.07,0.06,0.137,0.0956
0.07,0.0667,0.101,0.0958
0.07,0.0733,0.0705,0.0951
0.07,0.08,0.0461,0.0945
0.07,0.0867,0.0282,0.0941
0.07,0.0933,0.0158,0.094
0.07,0.1,0.00799,0.0938
0.07,0.107,0.00346,0.0934
0.07,0.113,0.000979,0.0926
0.07,0.12,-0.000665,0.0916
0.07,0.127,-0.00213,0.0905
0.07,0.133,-0.00334,0.0896
0.07,0.14,-0.00385,0.0891
0.07,0.147,-0.00329,0.0889
0.07,0.153,-0.00182,0.0889
0.07,0.16,-0.000197,0.089
0.07,0.167,0.000357,0.0893
0.07,0.173,-0.00158,0.0895
0.07,0.18,-0.00764,0.0893
0.07,0.187,-0.0194,0.0885
0.07,0.193,-0.0381,0.087
0.07,0.2,-0.064,0.0848
0.07,0.207,-0.0966,0.0822
0.07,0.213,-0.134,0.079
0.07,0.22,-0.175,0.0753
0.07,0.227,-0.216,0.0715
0.07,0.233,-0.256,0.0686
0.07,0.24,-0.293,0.0675
0.07,0.247,-0.324,0.0689
0.07,0.253,-0.348,0.0732
0.07,0.26,-0.366,0.0805
0.07,0.267,-0.377,0.0907
0.07,0.273,-0.383,0.103
0.07,0.28,-0.382,0.117
0.07,0.287,-0.377,0.131
0.07,0.293,-0.366,0.146
0.07,0.3,-0.349,0.161
0.07,0.307,-0.327,0.176
0.07,0.313,-0.298,0.19
0.07,0.32,-0.264,0.203
0.07,0.327,-0.225,0.215
0.07,0.333,-0.183,0.225
0.07,0.34,-0.138,0.235
0.07,0.347,-0.0925,0.244
0.07,0.353,-0.047,0.252
0.07,0.36,-0.00345,0.258
0.07,0.367,0.0369,0.263
0.07,0.373,0.0729,0.266
0.07,0.38,0.104,0.269
0.07,0.387,0.13,0.271
0.07,0.393,0.152,0.272
0.07,0.4,0.169,0.273
0.07,0.407,0.181,0.274
0.07,0.413,0.187,0.274
0.07,0.42,0.189,0.274
0.07,0.427,0.185,0.274
0.07,0.433,0.178,0.274
0.07,0.44,0.168,0.273
0.07,0.447,0.155,0.272
0.07,0.453,0.141,0.271
0.07,0.46,0.125,0.27
0.07,0.467,0.108,0.269
0.07,0.473,0.0901,0.269
0.07,0.48,0.0715,0.268
0.07,0.487,0.0527,0.267
0.07,0.493,0.0348,0.266
0.07,0.5,0.0183,0.265
0.07,0.507,0.00342,0.265
0.07,0.513,-0.00961,0.264
0.07,0.52,-0.0209,0.263
0.07,0.527,-0.0307,0.261
0.07,0.533,-0.0393,0.26
0.07,0.54,-0.0469,0.258
0.07,0.547,-0.0535,0.256
0.07,0.553,-0.0591,0.254
0.07,0.56,-0.0637,0.252
0.07,0.567,-0.0669,0.251
0.07,0.573,-0.0685,0.25
0.07,0.58,-0.0685,0.249
0.07,0.587,-0.067,0.249
0.07,0.593,-0.0643,0.249
0.07,0.6,-0.0607,0.25
0.07,0.607,-0.0558,0.25
0.07,0.613,-0.0494,0.25
0.07,0.62,-0.0412,0.251
0.07,0.627,-0.0315,0.252
0.07,0.633,-0.0209,0.253
0.07,0.64,-0.0104,0.253
0.07,0.647,-0.000764,0.254
0.07,0.653,0.00782,0.254
0.07,0.66,0.0154,0.254
0.07,0.667,0.022,0.253
0.07,0.673,0.0277,0.253
0.07,0.68,0.032,0.251
0.07,0.687,0.0343,0.249
0.07,0.693,0.0342,0.247
0.07,0.7,0.0321,0.245
0.07,0.707,0.0282,0.243
0.07,0.713,0.0231,0.241
0.07,0.72,0.0172,0.239
0.07,0.727,0.0112,0.238
0.07,0.733,0.00604,0.237
0.07,0.74,0.00212,0.237
0.07,0.747,-0.000628,0.238
0.07,0.753,-0.00259,0.238
0.07,0.76,-0.0041,0.239
0.07,0.767,-0.00539,0.239
0.07,0.773,-0.00653,0.239
0.07,0.78,-0.00762,0.239
0.07,0.787,-0.00882,0.239
0.07,0.793,-0.0102,0.239
0.07,0.8,-0.0119,0.239
0.07,0.807,-0.0136,0.238
0.07,0.813,-0.015,0.238
0.07,0.82,-0.0158,0.237
0.07,0.827,-0.0161,0.236
0.07,0.833,-0.016,0.235
0.07,0.84,-0.0161,0.235
0.07,0.847,-0.0165,0.235
0.07,0.853,-0.0174,0.236
0.07,0.86,-0.0187,0.237
0.07,0.867,-0.0201,0.238
0.07,0.873,-0.0211,0.241
0.07,0.88,-0.0209,0.243
0.07,0.887,-0.0192,0.246
0.07,0.893,-0.0159,0.247
0.07,0.9,-0.0118,0.249
0.07,0.907,-0.00732,0.25
0.07,0.913,-0.00275,0.25
0.07,0.92,0.00201,0.25
0.07,0.927,0.0068,0.25
0.07,0.933,0.0111,0.249
0.07,0.94,0.0144,0.248
0.07,0.947,0.0165,0.247
0.07,0.953,0.0174,0.245
0.07,0.96,0.0175,0.243
0.07,0.967,0.0168,0.242
0.07,0.973,0.0154,0.241
0.07,0.98,0.0137,0.241
0.07,0.987,0.012,0.241
0.07,0.993,0.0101,0.241
0.07,1,0.00784,0.242
0.075,0,0.726,-0.337
0.075,0.00667,0.568,-0.0929
0.075,0.0133,0.345,0.0527
0.075,0.02,0.282,-1.99E-05
0.075,0.0267,0.284,0.0546
0.075,0.0333,0.275,0.0734
0.075,0.04,0.25,0.0897
0.075,0.0467,0.214,0.101
0.075,0.0533,0.175,0.108
0.075,0.06,0.136,0.112
0.075,0.0667,0.1,0.112
0.075,0.0733,0.0693,0.112
0.075,0.08,0.0447,0.11
0.075,0.0867,0.0265,0.107
0.075,0.0933,0.0142,0.105
0.075,0.1,0.00655,0.102
0.075,0.107,0.00232,0.0996
0.075,0.113,-1.39E-05,0.0971
0.075,0.12,-0.00181,0.0946
0.075,0.127,-0.00372,0.0925
0.075,0.133,-0.00558,0.0907
0.075,0.14,-0.00679,0.0894
0.075,0.147,-0.00679,0.0888
0.075,0.153,-0.00553,0.0889
0.075,0.16,-0.00368,0.0896
0.075,0.167,-0.00251,0.091
0.075,0.173,-0.00359,0.0927
0.075,0.18,-0.00868,0.0946
0.075,0.187,-0.0195,0.0964
0.075,0.193,-0.0373,0.0981
0.075,0.2,-0.0625,0.0993
0.075,0.207,-0.0944,0.0998
0.075,0.213,-0.131,0.0993
0.075,0.22,-0.172,0.0976
0.075,0.227,-0.213,0.0951
0.075,0.233,-0.254,0.0927
0.075,0.24,-0.291,0.0915
0.075,0.247,-0.323,0.0922
0.075,0.253,-0.349,0.0953
0.075,0.26,-0.367,0.101
0.075,0.267,-0.379,0.109
0.075,0.273,-0.385,0.119
0.075,0.28,-0.384,0.13
0.075,0.287,-0.378,0.141
0.075,0.293,-0.367,0.153
0.075,0.3,-0.35,0.164
0.075,0.307,-0.327,0.175
0.075,0.313,-0.299,0.185
0.075,0.32,-0.265,0.195
0.075,0.327,-0.226,0.203
0.075,0.333,-0.184,0.211
0.075,0.34,-0.14,0.218
0.075,0.347,-0.0948,0.225
0.075,0.353,-0.0497,0.232
0.075,0.36,-0.006,0.238
0.075,0.367,0.0348,0.243
0.075,0.373,0.0716,0.247
0.075,0.38,0.104,0.25
0.075,0.387,0.131,0.253
0.075,0.393,0.153,0.256
0.075,0.4,0.171,0.259
0.075,0.407,0.183,0.262
0.075,0.413,0.19,0.264
0.075,0.42,0.192,0.266
0.075,0.427,0.189,0.268
0.075,0.433,0.183,0.27
0.075,0.44,0.173,0.271
0.075,0.447,0.16,0.272
0.075,0.453,0.146,0.272
0.075,0.46,0.13,0.273
0.075,0.467,0.113,0.274
0.075,0.473,0.0949,0.274
0.075,0.48,0.0762,0.274
0.075,0.487,0.0574,0.274
0.075,0.493,0.0394,0.273
0.075,0.5,0.0229,0.273
0.075,0.507,0.00807,0.272
0.075,0.513,-0.0049,0.271
0.075,0.52,-0.0161,0.27
0.075,0.527,-0.0257,0.268
0.075,0.533,-0.0342,0.267
0.075,0.54,-0.0416,0.265
0.075,0.547,-0.0481,0.263
0.075,0.553,-0.0537,0.261
0.075,0.56,-0.0583,0.26
0.075,0.567,-0.0615,0.258
0.075,0.573,-0.0632,0.256
0.075,0.58,-0.0633,0.255
0.075,0.587,-0.062,0.254
0.075,0.593,-0.0596,0.253
0.075,0.6,-0.0562,0.253
0.075,0.607,-0.0514,0.252
0.075,0.613,-0.0452,0.252
0.075,0.62,-0.0371,0.252
0.075,0.627,-0.0273,0.252
0.075,0.633,-0.0166,0.252
0.075,0.64,-0.00604,0.252
0.075,0.647,0.00378,0.252
0.075,0.653,0.0126,0.252
0.075,0.66,0.0204,0.252
0.075,0.667,0.0273,0.252
0.075,0.673,0.0332,0.251
0.075,0.68,0.0377,0.25
0.075,0.687,0.0402,0.249
0.075,0.693,0.0403,0.248
0.075,0.7,0.0382,0.246
0.075,0.707,0.0344,0.245
0.075,0.713,0.0291,0.243
0.075,0.72,0.0229,0.242
0.075,0.727,0.0165,0.241
0.075,0.733,0.0109,0.241
0.075,0.74,0.00657,0.241
0.075,0.747,0.00352,0.241
0.075,0.753,0.00139,0.242
0.075,0.76,-0.000183,0.242
0.075,0.767,-0.0014,0.243
0.075,0.773,-0.00237,0.243
0.075,0.78,-0.00323,0.243
0.075,0.787,-0.00418,0.243
0.075,0.793,-0.00536,0.242
0.075,0.8,-0.00681,0.242
0.075,0.807,-0.00835,0.242
0.075,0.813,-0.0097,0.241
0.075,0.82,-0.0106,0.24
0.075,0.827,-0.011,0.239
0.075,0.833,-0.0112,0.239
0.075,0.84,-0.0115,0.239
0.075,0.847,-0.0121,0.239
0.075,0.853,-0.0132,0.239
0.075,0.86,-0.0148,0.24
0.075,0.867,-0.0166,0.242
0.075,0.873,-0.0179,0.244
0.075,0.88,-0.0179,0.246
0.075,0.887,-0.016,0.248
0.075,0.893,-0.0124,0.25
0.075,0.9,-0.00766,0.251
0.075,0.907,-0.00256,0.252
0.075,0.913,0.00258,0.252
0.075,0.92,0.00775,0.252
0.075,0.927,0.0128,0.252
0.075,0.933,0.0172,0.251
0.075,0.94,0.0205,0.25
0.075,0.947,0.0224,0.248
0.075,0.953,0.0232,0.247
0.075,0.96,0.0229,0.246
0.075,0.967,0.0218,0.245
0.075,0.973,0.0201,0.244
0.075,0.98,0.0182,0.244
0.075,0.987,0.0163,0.244
0.075,0.993,0.0142,0.244
0.075,1,0.0119,0.245
0.08,0,0.755,-0.338
0.08,0.00667,0.586,-0.0909
0.08,0.0133,0.344,0.0563
0.08,0.02,0.273,0.00212
0.08,0.0267,0.274,0.0576
0.08,0.0333,0.266,0.0772
0.08,0.04,0.243,0.0951
0.08,0.0467,0.21,0.107
0.08,0.0533,0.172,0.115
0.08,0.06,0.135,0.118
0.08,0.0667,0.0999,0.117
0.08,0.0733,0.0697,0.115
0.08,0.08,0.0453,0.111
0.08,0.0867,0.0271,0.107
0.08,0.0933,0.0147,0.103
0.08,0.1,0.00725,0.0986
0.08,0.107,0.00316,0.0947
0.08,0.113,0.000778,0.0911
0.08,0.12,-0.00133,0.0879
0.08,0.127,-0.0038,0.0852
0.08,0.133,-0.00646,0.0829
0.08,0.14,-0.00863,0.0812
0.08,0.147,-0.00954,0.0804
0.08,0.153,-0.00899,0.0807
0.08,0.16,-0.00753,0.0821
0.08,0.167,-0.00636,0.0847
0.08,0.173,-0.00715,0.0881
0.08,0.18,-0.0118,0.0922
0.08,0.187,-0.022,0.0969
0.08,0.193,-0.0391,0.102
0.08,0.2,-0.0633,0.107
0.08,0.207,-0.0942,0.11
0.08,0.213,-0.13,0.113
0.08,0.22,-0.17,0.113
0.08,0.227,-0.211,0.113
0.08,0.233,-0.251,0.111
0.08,0.24,-0.288,0.11
0.08,0.247,-0.321,0.111
0.08,0.253,-0.347,0.113
0.08,0.26,-0.366,0.117
0.08,0.267,-0.378,0.123
0.08,0.273,-0.384,0.13
0.08,0.28,-0.384,0.138
